MNEMONIQUE;LIBELLE;ADRESSE_NDS;ADRESSE_SNMP;LIBELLE_1
E_ADUP_ASCOM;ADUP ASCOM type4;63;;Fichier PRX vide
E_ADUP_ASCOM;ADUP ASCOM type4;64;;Fichier PRX défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;65;;Fichier PRX en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;66;;Fichier FON absent
E_ADUP_ASCOM;ADUP ASCOM type4;67;;Fichier FON vide
E_ADUP_ASCOM;ADUP ASCOM type4;68;;Fichier FON défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;69;;Fichier FON en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;70;;Fichier MES absent
E_ADUP_ASCOM;ADUP ASCOM type4;71;;Fichier MES vide
E_ADUP_ASCOM;ADUP ASCOM type4;72;;Fichier MES défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;73;;Fichier MES en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;74;;Fichier PAR absent
E_ADUP_ASCOM;ADUP ASCOM type4;75;;Fichier PAR vide
E_ADUP_ASCOM;ADUP ASCOM type4;76;;Fichier PAR défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;77;;Fichier PAR en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;78;;Fichier PGM absent
E_ADUP_ASCOM;ADUP ASCOM type4;79;;Fichier PGM vide
E_ADUP_ASCOM;ADUP ASCOM type4;80;;Fichier PGM défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;81;;Fichier PGM en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;82;;Fichier BAN absent
E_ADUP_ASCOM;ADUP ASCOM type4;83;;Fichier BAN vide
E_ADUP_ASCOM;ADUP ASCOM type4;84;;Fichier BAN défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;85;;Fichier BAN en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;86;;Fichier PTO absent
E_ADUP_ASCOM;ADUP ASCOM type4;87;;Fichier PTO vide
E_ADUP_ASCOM;ADUP ASCOM type4;88;;Fichier PTO défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;89;;Fichier PTO en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;90;;Fichier PTX absent
E_ADUP_ASCOM;ADUP ASCOM type4;91;;Fichier PTX vide
E_ADUP_ASCOM;ADUP ASCOM type4;92;;Fichier PTX défaut code de scellement
E_ADUP_ASCOM;ADUP ASCOM type4;93;;Fichier PTX en-tête incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;94;;Bobineau 1 presque vide
E_ADUP_ASCOM;ADUP ASCOM type4;95;;Bobineau 2 presque vide
E_ADUP_ASCOM;ADUP ASCOM type4;96;;Réserve
E_ADUP_ASCOM;ADUP ASCOM type4;97;;Réserve
E_ADUP_ASCOM;ADUP ASCOM type4;98;;Bobineau 1 vide
E_ADUP_ASCOM;ADUP ASCOM type4;99;;Bobineau 2 vide
E_ADUP_ASCOM;ADUP ASCOM type4;100;;Réserve
E_ADUP_ASCOM;ADUP ASCOM type4;101;;Réserve
E_ADUP_ASCOM;ADUP ASCOM type4;102;;Bobineau 1 et bobineau 2 vides
E_ADUP_ASCOM;ADUP ASCOM type4;103;;Défaut télétrans entre UC et imprimante
E_ADUP_ASCOM;ADUP ASCOM type4;104;;Billetterie non initialisée (NINIT)
E_ADUP_ASCOM;ADUP ASCOM type4;105;;CAPTEUR C occulté (HS)
E_ADUP_ASCOM;ADUP ASCOM type4;106;;Capteur J occulté (HS)
E_ADUP_ASCOM;ADUP ASCOM type4;107;;Capteur H occulté (HS)
E_ADUP_ASCOM;ADUP ASCOM type4;108;;Présence cassette en thermique direct
E_ADUP_ASCOM;ADUP ASCOM type4;109;;Poubelle absente
E_ADUP_ASCOM;ADUP ASCOM type4;110;;Poubelle pleine, plus de 30 billets
E_ADUP_ASCOM;ADUP ASCOM type4;111;;Poubelle presque pleine (> 25 billets)
E_ADUP_ASCOM;ADUP ASCOM type4;112;;Séquestre plein (plus de 20 billets)
E_ADUP_ASCOM;ADUP ASCOM type4;113;;Séquestre non vide
E_ADUP_ASCOM;ADUP ASCOM type4;114;;Température tête trop élevée
E_ADUP_ASCOM;ADUP ASCOM type4;115;;Av. début appro, capteur C non occulté
E_ADUP_ASCOM;ADUP ASCOM type4;116;;Av. pos. coupe, nb. pas moteur appro.
E_ADUP_ASCOM;ADUP ASCOM type4;117;;Attente appro libre, capt. C non désocc.
E_ADUP_ASCOM;ADUP ASCOM type4;118;;Attente fin ou billet suivant, non reçu
E_ADUP_ASCOM;ADUP ASCOM type4;119;;Retrait bande, capteur C non désocc.
E_ADUP_ASCOM;ADUP ASCOM type4;120;;Retrait bande, nb. pas moteur appro.
E_ADUP_ASCOM;ADUP ASCOM type4;121;;Buffer impression et codage non prêt 
E_ADUP_ASCOM;ADUP ASCOM type4;122;;Test moteur appro, avance, nb. pas max
E_ADUP_ASCOM;ADUP ASCOM type4;123;;Test moteur appro, recul, nb. pas max.
E_ADUP_ASCOM;ADUP ASCOM type4;124;;Test moteur appro, avance, arrêt t/o
E_ADUP_ASCOM;ADUP ASCOM type4;125;;Test moteur appro, recul, arrêt t/o
E_ADUP_ASCOM;ADUP ASCOM type4;126;;Contrôle impress., capteur C non désocc.
E_ADUP_ASCOM;ADUP ASCOM type4;127;;Attente fin imp, nb. pas moteur impress.
E_ADUP_ASCOM;ADUP ASCOM type4;128;;Attente sortie impres.,capteur H non occ
E_ADUP_ASCOM;ADUP ASCOM type4;129;;Test moteur impres, avance, nb. pas max. 
E_ADUP_ASCOM;ADUP ASCOM type4;130;;Test moteur impres., recul, nb. pas max.
E_ADUP_ASCOM;ADUP ASCOM type4;131;;Défaut courant moteur lecteur/codeur
E_ADUP_ASCOM;ADUP ASCOM type4;132;;Problème sur lecture billet
E_ADUP_ASCOM;ADUP ASCOM type4;133;;Attente billet codeur, capt H non occ.
E_ADUP_ASCOM;ADUP ASCOM type4;134;;Billet direct séquestre, Capt J non dés.
E_ADUP_ASCOM;ADUP ASCOM type4;135;;Av. billet direct poub., capt H non dés.
E_ADUP_ASCOM;ADUP ASCOM type4;136;;Codage, capteur J non désocculté
E_ADUP_ASCOM;ADUP ASCOM type4;137;;Recul contrôle lecture, capt H non occ.
E_ADUP_ASCOM;ADUP ASCOM type4;138;;Recul fin lecture, capteur H non désoc.
E_ADUP_ASCOM;ADUP ASCOM type4;139;;Avance avant relect., capteur J non dés.
E_ADUP_ASCOM;ADUP ASCOM type4;140;;Séquestre après lecture, capt H non occ.
E_ADUP_ASCOM;ADUP ASCOM type4;141;;Av avt poub. après lect, capt H non dés.
E_ADUP_ASCOM;ADUP ASCOM type4;142;;Mise en poubelle, capteur H non désoc.
E_ADUP_ASCOM;ADUP ASCOM type4;143;;Recul module impres, capteur C non occ.
E_ADUP_ASCOM;ADUP ASCOM type4;144;;Recul repos modul.impres, nb.pas n.att.
E_ADUP_ASCOM;ADUP ASCOM type4;145;;Time-out attente fin de fabrication
E_ADUP_ASCOM;ADUP ASCOM type4;146;;Défaut codage (3 erreurs sur vérif.)
E_ADUP_ASCOM;ADUP ASCOM type4;147;;Caisse pleine
E_ADUP_ASCOM;ADUP ASCOM type4;148;;Pièce bloquée dans un tambour
E_ADUP_ASCOM;ADUP ASCOM type4;149;;Pièce bloquée dans le sélecteur
E_ADUP_ASCOM;ADUP ASCOM type4;150;;Pièce bloquée en position inconnue
E_ADUP_ASCOM;ADUP ASCOM type4;151;;Pièce dans un type de tambour incorrect
E_ADUP_ASCOM;ADUP ASCOM type4;152;;Caisse presque pleine
E_ADUP_ASCOM;ADUP ASCOM type4;153;;Caisse changée
E_ADUP_ASCOM;ADUP ASCOM type4;154;;Vidage intempestif tambours restitution
E_ADUP_ASCOM;ADUP ASCOM type4;155;;Caisse absente
E_ADUP_ASCOM;ADUP ASCOM type4;156;;Caisse présente et non verrouillée
E_ADUP_ASCOM;ADUP ASCOM type4;157;;Bourrage en entrée caisse (RS20)
E_ADUP_ASCOM;ADUP ASCOM type4;158;;Sélecteur absent
E_ADUP_ASCOM;ADUP ASCOM type4;159;;Panne sélecteur
E_ADUP_ASCOM;ADUP ASCOM type4;160;;Recycleur 1 absent
E_ADUP_ASCOM;ADUP ASCOM type4;161;;Recycleur 2 absent
E_ADUP_ASCOM;ADUP ASCOM type4;162;;Recycleur 3 absent
E_ADUP_ASCOM;ADUP ASCOM type4;163;;Recycleur 4 absent
E_ADUP_ASCOM;ADUP ASCOM type4;164;;Recycleur 5 absent
E_ADUP_ASCOM;ADUP ASCOM type4;165;;Recycleur 6 absent
E_ADUP_ASCOM;ADUP ASCOM type4;166;;Recycleur 7 absent
E_ADUP_ASCOM;ADUP ASCOM type4;167;;Recycleur 1 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;168;;Recycleur 2 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;169;;Recycleur 3 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;170;;Recycleur 4 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;171;;Recycleur 5 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;172;;Recycleur 6 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;173;;Recycleur 7 mal placé
E_ADUP_ASCOM;ADUP ASCOM type4;174;;Panne tambour 1
E_ADUP_ASCOM;ADUP ASCOM type4;175;;Panne tambour 2
E_ADUP_ASCOM;ADUP ASCOM type4;176;;Panne tambour 3
E_ADUP_ASCOM;ADUP ASCOM type4;177;;Panne tambour 4
E_ADUP_ASCOM;ADUP ASCOM type4;178;;Panne tambour 5
E_ADUP_ASCOM;ADUP ASCOM type4;179;;Panne tambour 6
E_ADUP_ASCOM;ADUP ASCOM type4;180;;Panne tambour 7
E_ADUP_ASCOM;ADUP ASCOM type4;181;;Transmission ou monnayeur HS
E_ADUP_ASCOM;ADUP ASCOM type4;182;;Echange anormal tambour 1
E_ADUP_ASCOM;ADUP ASCOM type4;183;;Echange anormal tambour 2
E_ADUP_ASCOM;ADUP ASCOM type4;184;;Echange anormal tambour 3
E_ADUP_ASCOM;ADUP ASCOM type4;185;;Echange anormal tambour 4
E_ADUP_ASCOM;ADUP ASCOM type4;186;;Echange anormal tambour 5
E_ADUP_ASCOM;ADUP ASCOM type4;187;;Echange anormal tambour 6
E_ADUP_ASCOM;ADUP ASCOM type4;188;;Echange anormal tambour 7
E_ADUP_ASCOM;ADUP ASCOM type4;189;;Après éch. tambour, pièce entrée caisse
E_ADUP_ASCOM;ADUP ASCOM type4;190;;Retrait caisse demandé et non effectué 
E_ADUP_ASCOM;ADUP ASCOM type4;191;;Retrait caisse effectué hors procédure
E_ADUP_ASCOM;ADUP ASCOM type4;192;;Pb rendu monnaie - reliquat fabriqué
E_ADUP_ASCOM;ADUP ASCOM type4;193;;Echange sélecteur effectué
E_ADUP_ASCOM;ADUP ASCOM type4;194;;Réserve 1 absente
E_ADUP_ASCOM;ADUP ASCOM type4;195;;Réserve 2 absente
E_ADUP_ASCOM;ADUP ASCOM type4;196;;Incident rendu monnaie réserve 1
E_ADUP_ASCOM;ADUP ASCOM type4;197;;Incident rendu monnaie réserve 2
E_ADUP_ASCOM;ADUP ASCOM type4;198;;Réserve 1 mal placée
E_ADUP_ASCOM;ADUP ASCOM type4;199;;Réserve 2 mal placée
E_ADUP_ASCOM;ADUP ASCOM type4;200;;Panne réserve 1
E_ADUP_ASCOM;ADUP ASCOM type4;201;;Panne réserve 2
E_ADUP_ASCOM;ADUP ASCOM type4;202;;Changement réserve 1 hors procédure
E_ADUP_ASCOM;ADUP ASCOM type4;203;;Changement réserve 2 hors procédure
E_ADUP_ASCOM;ADUP ASCOM type4;204;;Réserve 1 presque vide
E_ADUP_ASCOM;ADUP ASCOM type4;205;;Réserve 2 presque vide
E_ADUP_ASCOM;ADUP ASCOM type4;206;;Réserve 1 vide
E_ADUP_ASCOM;ADUP ASCOM type4;207;;Réserve 2 vide
E_ADUP_ASCOM;ADUP ASCOM type4;208;;Echange réserve 1
E_ADUP_ASCOM;ADUP ASCOM type4;209;;Echange réserve 2
E_ADUP_ASCOM;ADUP ASCOM type4;210;;Pré-alarme barrière lumineuse
E_ADUP_ASCOM;ADUP ASCOM type4;211;;Panne composants électromécaniques
E_ADUP_ASCOM;ADUP ASCOM type4;212;;Billet de banque oublié
E_ADUP_ASCOM;ADUP ASCOM type4;213;;Panne électronique
E_ADUP_ASCOM;ADUP ASCOM type4;214;;Bruit sur mesure
E_ADUP_ASCOM;ADUP ASCOM type4;215;;Panne têtes
E_ADUP_ASCOM;ADUP ASCOM type4;216;;Panne transport
E_ADUP_ASCOM;ADUP ASCOM type4;217;;Panne piston
E_ADUP_ASCOM;ADUP ASCOM type4;218;;Panne données
E_ADUP_ASCOM;ADUP ASCOM type4;219;;Caisse absente
E_ADUP_ASCOM;ADUP ASCOM type4;220;;Détecteur caisse pleine défectueux
E_ADUP_ASCOM;ADUP ASCOM type4;221;;Caisse presque pleine
E_ADUP_ASCOM;ADUP ASCOM type4;222;;Caisse pleine
E_ADUP_ASCOM;ADUP ASCOM type4;223;;Caisse échangée ou mémoire défectueuse
E_ADUP_ASCOM;ADUP ASCOM type4;224;;Retrait ou échange caisse hors procédure
E_ADUP_ASCOM;ADUP ASCOM type4;225;;Caisse échangée
E_ADUP_ASCOM;ADUP ASCOM type4;226;;Panne pré-caisse
E_ADUP_ASCOM;ADUP ASCOM type4;227;;Défaut télétrans avec ABB
E_ADUP_ASCOM;ADUP ASCOM type4;228;;Echange ABB hors procédure
E_ADUP_ASCOM;ADUP ASCOM type4;229;;ABB échangé
E_ADUP_ASCOM;ADUP ASCOM type4;230;;Coupure secteur
E_ADUP_ASCOM;ADUP ASCOM type4;231;;Perte communication avec l¿onduleur
E_ADUP_ASCOM;ADUP ASCOM type4;232;;Défaut de batterie onduleur
E_ADUP_ASCOM;ADUP ASCOM type4;233;;Effraction porte principale
E_ADUP_ASCOM;ADUP ASCOM type4;234;;Effraction accès caisse
E_ADUP_ASCOM;ADUP ASCOM type4;235;;Effraction accès bobineaux
E_ADUP_ASCOM;ADUP ASCOM type4;236;;Ouverture porte principale
E_ADUP_ASCOM;ADUP ASCOM type4;237;;Ouverture accès caisse
E_ADUP_ASCOM;ADUP ASCOM type4;238;;Accès bobineaux
E_ADUP_ASCOM;ADUP ASCOM type4;239;;Activation clé prise de service
E_ADUP_ASCOM;ADUP ASCOM type4;240;;Clé prise de service non retirée
E_ADUP_ASCOM;ADUP ASCOM type4;241;;Effraction ABB
E_ADUP_ASCOM;ADUP ASCOM type4;242;;Ouverture porte ABB
E_ADUP_ASCOM;ADUP ASCOM type4;243;;Accès ABB
E_ADUP_ASCOM;ADUP ASCOM type4;244;;Ouverture porte arrière ABB
E_ADUP_ASCOM;ADUP ASCOM type4;245;;Distributeur HS (incident matériel)
E_ADUP_ASCOM;ADUP ASCOM type4;246;;Distributeur HS en période de vente
E_ADUP_ASCOM;ADUP ASCOM type4;247;;Distributeur HS sur demande du central
E_ADUP_ASCOM;ADUP ASCOM type4;248;;Distributeur HS sur demande locale
E_ADUP_ASCOM;ADUP ASCOM type4;249;;Distributeur en vente usager
E_ADUP_ASCOM;ADUP ASCOM type4;250;;Distributeur en sommeil
E_ADUP_ASCOM;ADUP ASCOM type4;251;;Distributeur en intervention exploitation
E_ADUP_ASCOM;ADUP ASCOM type4;252;;Distributeur en intervention recette
E_ADUP_ASCOM;ADUP ASCOM type4;253;;TLB fonction vente HS sur demande central
E_ADUP_ASCOM;ADUP ASCOM type4;254;;HS paiement pièce sur demande central
E_ADUP_ASCOM;ADUP ASCOM type4;255;;HS paiement CB sur demande central
E_ADUP_ASCOM;ADUP ASCOM type4;256;;HS identification sur demande central
E_ADUP_ASCOM;ADUP ASCOM type4;257;;Paiement par monnaie hors service
E_ADUP_ASCOM;ADUP ASCOM type4;258;;Paiement par CB hors service
E_ADUP_ASCOM;ADUP ASCOM type4;259;;Rendu monnaie hors service
E_ADUP_ASCOM;ADUP ASCOM type4;260;;Changement version fichiers programmes
E_ADUP_ASCOM;ADUP ASCOM type4;261;;Changement version fichiers paramètres
E_ADUP_ASCOM;ADUP ASCOM type4;262;;Vente partielle
E_ADUP_ASCOM;ADUP ASCOM type4;263;;Traitement LV interdit par le central
E_ADUP_ASCOM;ADUP ASCOM type4;264;;Changement date et heure distributeur
E_ADUP_ASCOM;ADUP ASCOM type4;265;;HS paiement par billets sur demande central
E_ADUP_ASCOM;ADUP ASCOM type4;266;;CB off-line interdit par le central
E_ADUP_ASCOM;ADUP ASCOM type4;267;;Aucune application bancaire ne fonctionne
E_ADUP_ASCOM;ADUP ASCOM type4;268;;Pré-alarme température basse
E_ADUP_ASCOM;ADUP ASCOM type4;269;;Température haute atteinte
E_ADUP_ASCOM;ADUP ASCOM type4;270;;Arrêt anormal de l'application ADUP
E_ADUP_ASCOM;ADUP ASCOM type4;271;;Défaut disque de sauvegarde
E_ADUP_ASCOM;ADUP ASCOM type4;272;;Défaut de communication avec le SGLV
E_ADUP_ASCOM;ADUP ASCOM type4;273;;Compte-rendu d¿opération SGLV non transmis
E_ADUP_ASCOM;ADUP ASCOM type4;274;;Défaut de communication SSSR
E_ADUP_ASCOM;ADUP ASCOM type4;275;;Défaut de liaison avec le SGADU
E_ADUP_ASCOM;ADUP ASCOM type4;276;;APV en attente d'authentification
E_ADUP_ASCOM;ADUP ASCOM type4;277;;Défaut de liaison SSV
E_ADUP_ASCOM;ADUP ASCOM type4;278;;Fichier CB hors-ligne B0' trop ancien
E_ADUP_ASCOM;ADUP ASCOM type4;279;;Fichier CB hors-ligne EMV trop ancien
E_ADUP_ASCOM;ADUP ASCOM type4;280;;Fichier CB hors-ligne appli 0 trop ancien
E_ADUP_ASCOM;ADUP ASCOM type4;281;;Fichier CB hors-ligne appli 1 trop ancien
E_ADUP_ASCOM;ADUP ASCOM type4;282;;Fichier CB hors-ligne appli 2 trop ancien
E_ADUP_ASCOM;ADUP ASCOM type4;283;;Fichier CB hors-ligne B0' plein
E_ADUP_ASCOM;ADUP ASCOM type4;284;;Fichier CB hors-ligne EMV plein
E_ADUP_ASCOM;ADUP ASCOM type4;285;;Fichier CB hors-ligne appli 0 plein
E_ADUP_ASCOM;ADUP ASCOM type4;286;;Fichier CB hors-ligne appli 1 plein
E_ADUP_ASCOM;ADUP ASCOM type4;287;;Fichier CB hors-ligne appli 2 plein
E_ADUP_ASCOM;ADUP ASCOM type4;288;;Défaut de liaison automate alarmes
E_ADUP_ASCOM;ADUP ASCOM type4;289;;Fichier CB hors-ligne B0' incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;290;;Fichier CB hors-ligne EMV incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;291;;Fichier CB hors-ligne appli 0 incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;292;;Fichier CB hors-ligne appli 1 incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;293;;Fichier CB hors-ligne appli 2 incohérent
E_ADUP_ASCOM;ADUP ASCOM type4;294;;Transaction EMV en attente d¿acquisition
E_ADUP_ASCOM;ADUP ASCOM type4;295;;Fonctionnement hors-ligne application B0¿
E_ADUP_ASCOM;ADUP ASCOM type4;296;;Défaut de liaison TVR ou de sécurisation piste EMV
E_ADUP_ASCOM;ADUP ASCOM type4;297;;Défaut de liaison SBA application 0
E_ADUP_ASCOM;ADUP ASCOM type4;298;;Défaut de liaison SBA application 1
E_ADUP_ASCOM;ADUP ASCOM type4;299;;Défaut de liaison SBA application 2
E_ADUP_ASCOM;ADUP ASCOM type4;300;;Echec de communication avec le SBE
E_ADUP_ASCOM;ADUP ASCOM type4;301;;Divergence autorisation / acquisition
E_ADUP_THALES;ADUP THALES type5;1000;;Erreur de communication 
E_ADUP_ASCOM;ADUP ASCOM type4;1000;;Erreur de communication 
ADA;Armoire Distribution Automatique;999999;;Entretien
EC_Cordon_Chauffant;Cordon Chauffant Elément Chauffant;999999;;Shunt actif
ADA;Armoire Distribution Automatique;1;;Synthèse Pré-alerte
ADA;Armoire Distribution Automatique;7;;Synthèse alerte
ADA;Armoire Distribution Automatique;16;;Synthèse alarme BL
ADA;Armoire Distribution Automatique;24;;Défaut Départ Remplacement Luminaire/PC/Clim vers local PCC de Repli
ADA;Armoire Distribution Automatique;25;;En Arret AAI rearmable sur PCM
ADUP;Appareil Distributeur à l'Usage du Public type1;999999;;Entretien
ADUP;Appareil Distributeur à l'Usage du Public type1;1000;;PERTE DE COM
ADUP;Appareil Distributeur à l'Usage du Public type1;1014;;Inhibition
API_BOURDON;API_BOURDON;1;;Defaut COM passerelle WAGO1
API_BOURDON;API_BOURDON;2;;Defaut COM passerelle WAGO2
API_BOURDON;API_BOURDON;3;;Defaut COM Aigle
API_BOURDON;API_BOURDON;4;;Defaut API
API_BOURDON;API_BOURDON;5;;Defaut pile API
API_BOURDON;API_BOURDON;6;;Defaut module ETY1 API
API_BOURDON;API_BOURDON;7;;Defaut module ETY2 API
API_BOURDON;API_BOURDON;8;;Defaut module SCY API
API_BOURDON;API_BOURDON;9;;Defaut voie 1 module SCY API
API_BOURDON;API_BOURDON;10;;Defaut API secours
API_BOURDON;API_BOURDON;11;;Defaut pile API secours
API_BOURDON;API_BOURDON;12;;Defaut module ETY1 API secours
API_BOURDON;API_BOURDON;13;;Defaut module ETY2 API secours
API_BOURDON;API_BOURDON;14;;Defaut module SCY API secours
API_BOURDON;API_BOURDON;15;;Defaut voie 1 module SCY APIsecours 
API_BOURDON;API_BOURDON;16;;Defaut module STB1
API_BOURDON;API_BOURDON;17;;Defaut module STB2
API_BOURDON;API_BOURDON;18;;Defaut module STB3
API_BOURDON;API_BOURDON;19;;Defaut module STB4
API_BOURDON;API_BOURDON;20;;Defaut alimentation normal API1
API_BOURDON;API_BOURDON;21;;Defaut alimentation normal Q12 pour module 240AC/24DC(A11)
API_BOURDON;API_BOURDON;22;;Defaut alimentation normal Q13 pour bobine contacteur normal(KC1)
API_BOURDON;API_BOURDON;23;;Defaut alimentation A11 pour STB
API_BOURDON;API_BOURDON;24;;Defaut alimentation normal API2
API_BOURDON;API_BOURDON;25;;Defaut alimentation normal Q22 pour module 240AC/24DC(A21)
API_BOURDON;API_BOURDON;26;;Defaut alimentation normal Q23 pour bobine contacteur normal(KC2)
API_BOURDON;API_BOURDON;27;;Defaut alimentation A21 pour STB
API_BOURDON;API_BOURDON;28;;Defaut éclairage armorie
API_BOURDON;API_BOURDON;29;;Defaut alimentation ventilateur armoire
API_BOURDON;API_BOURDON;30;;Defaut alimentation bandeau prises + modem
API_BOURDON;API_BOURDON;31;;Defaut alimentation passerelles WAGO
API_BOURDON;API_BOURDON;32;;Defaut alimentation SWITCHS
API_BOURDON;API_BOURDON;33;;Defaut alimentation afficheur
API_BOURDON;API_BOURDON;34;;Defaut alimentation STB ilot 1
API_BOURDON;API_BOURDON;35;;Defaut alimentation STB ilot 2
API_BOURDON;API_BOURDON;36;;Defaut alimentation STB ilot 3
API_BOURDON;API_BOURDON;37;;Defaut alimentation STB ilot 4
API_BOURDON;API_BOURDON;38;;Defaut alimentation SWITCH n1
API_BOURDON;API_BOURDON;39;;Defaut alimentation SWITCH n2
API_BOURDON;API_BOURDON;40;;Defaut alimentation SWITCH n3
API_BOURDON;API_BOURDON;41;;Defaut alimentation SWITCH n4
API_BOURDON;API_BOURDON;1000;;PERTE DE COM
API_BOURDON;API_BOURDON;1001;;Identifiant station incorrect
API_BOURDON;API_BOURDON;1002;;Identifiant équipement incorrect
API_BOURDON;API_BOURDON;1003;;Identifiant version incorrect
API_BOURDON;API_BOURDON;1004;;Identifiant checksum incorrect
API_BOURDON;API_BOURDON;1005;;Synchronisation horloge impossible
API_BOURDON;API_BOURDON;1006;;Bit de signe de vie manquant
API_BOURDON;API_BOURDON;1014;;Inhibition
API_STA;API station métro;1001;;Identifiant station incorrect
API_STA;API station métro;1002;;Identifiant équipement incorrect
API_STA;API station métro;1005;;Synchronisation horloge impossible
API_EA_GTC;Centrale alarme accédé via un API GTC;999999;;Entretien
API_ERM;Eqpt concentrateur API ERM (CDS RER);999999;;Entretien
API_GTC;API concentrateur GTC Telephonie/sono/EAI(API_GTC);999999;;Entretien
AEROA;Aéroéjecteur Autonome;9;;Défaut automate
AEROA;Aéroéjecteur Autonome;1014;;Inhibition
Aeroejecteur_Comp;Aeroejecteur Compresseur;999999;;Entretien
Aeroejecteur_Comp;Aeroejecteur Compresseur;2;;Niveau d'eau
Aeroejecteur_Comp;Aeroejecteur Compresseur;3;;Tirage d'air
Aeroejecteur_Comp;Aeroejecteur Compresseur;4;;Manque de pression
Aeroejecteur_Comp;Aeroejecteur Compresseur;1000;;PERTE DE COM
Aeroejecteur_Comp;Aeroejecteur Compresseur;1014;;Inhibition
PSIEL;Panneau d'Information Quai;1014;;Inhibition
Alarme_Synthese;Alarme Synthese via API Station et Gare;1014;;Inhibition
Ampli_GTC;Amplificateur via un API GTC;999999;;Entretien
Armoire_Forte_GTC;Armoire Forte dans Zone agression via API  GTC;999999;;Entretien
Ascenseur;Ascenseur;38;;Défaut Automate
Ascenseur;Ascenseur;39;;Défaut manoeuvre de secours
Ascenseur;Ascenseur;40;;Défaut thermique moteur
Ascenseur;Ascenseur;41;;Défaut température moteur
Ascenseur;Ascenseur;42;;Défaut contacts portes palières
Ascenseur;Ascenseur;43;;Défaut contacts porte cabine
Ascenseur;Ascenseur;44;;Défaut trappe: porte intercommun ou porte de secours
Ascenseur;Ascenseur;45;;Défaut survitesse
Ascenseur;Ascenseur;46;;Défaut contacts parachute
Ascenseur;Ascenseur;47;;Défaut contacts fin de course/amortisseurs
Ascenseur;Ascenseur;48;;Défaut poulie tendeuse
Ascenseur;Ascenseur;49;;Défaut d'alimentation CAF
Ascenseur;Ascenseur;50;;Défaut d'alimentation CAP
Ascenseur;Ascenseur;51;;Défaut personne bloquée en cabine
Ascenseur;Ascenseur;52;;Défaut bouton STOP enfonce
Ascenseur;Ascenseur;53;;Défaut 3 faux départs
Ascenseur;Ascenseur;54;;Défaut alimentation chaine de sécurite
Ascenseur;Ascenseur;55;;Défaut sélecteur (bistable/capteur en gaine...)
Ascenseur;Ascenseur;56;;Défaut contrôle de ralentissement
Ascenseur;Ascenseur;57;;Défaut temps de freinage trop long
Ascenseur;Ascenseur;58;;Défaut temps de fermeture portes trop long
Ascenseur;Ascenseur;59;;Défaut temps d'ouverture portes trop long
Ascenseur;Ascenseur;60;;Défaut temps de déplacement trop long
Ascenseur;Ascenseur;61;;Défaut non retombée des contacteurs
Ascenseur;Ascenseur;62;;Défaut non levée de freinvs
Ascenseur;Ascenseur;63;;Défaut température>40 degrés dans le local machine
Ascenseur;Ascenseur;64;;Défaut BAE > 5 heures
Ascenseur;Ascenseur;65;;Défaut alimentation onduleur
Ascenseur;Ascenseur;66;;Interupteur générale IG déclenché
Ascenseur;Ascenseur;67;;Défaut capteur en zone de déverouillage
Ascenseur;Ascenseur;68;;Défaut sous vitesse cabine
Ascenseur;Ascenseur;69;;Perte du niveau de référence
Ascenseur;Ascenseur;70;;Bouton stop CEX enfoncé
Ascenseur;Ascenseur;71;;Défaut sécurité porte entre étage
Ascenseur;Ascenseur;72;;Interrupteur Arrêt Incendie (IAI)
Ascenseur;Ascenseur;73;;Défaut non ouverture des portes
Ascenseur;Ascenseur;74;;Présence d'eau en cuvette
Ascenseur;Ascenseur;75;;Panne de communication entre API et coffret d'aquisition
Ascenseur;Ascenseur;76;;Coupure alimentation normale PEF
Ascenseur;Ascenseur;77;;Coupure alimentation permanent
Ascenseur;Ascenseur;78;;Forçage de porte
